"Bulk image import process completed!","Bulk image import process completed!"
"The bulk image import is in progress and will be finished in couple of minutes.","The bulk image import is in progress and will be finished in couple of minutes."
"There is some issue in bulk image import process. Please try again.","There is some issue in bulk image import process. Please try again."
